14:00:48.887 [main] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider
14:00:48.919 [main] DEBUG o.h.b.r.c.i.ClassLoaderServiceImpl - Incoming config yielded no classloaders; adding standard SE ones
14:00:48.964 [main] DEBUG o.h.jpa.HibernatePersistenceProvider - Located and parsed 2 persistence units; checking each
14:00:48.964 [main] DEBUG o.h.jpa.HibernatePersistenceProvider - Checking persistence-unit [name=pu_essai, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [banque_essai]
14:00:48.964 [main] DEBUG o.h.jpa.HibernatePersistenceProvider - Excluding from consideration due to name mis-match
14:00:48.964 [main] DEBUG o.h.jpa.HibernatePersistenceProvider - Checking persistence-unit [name=banque_essai, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [banque_essai]
14:00:48.969 [main] DEBUG o.h.jpa.boot.spi.ProviderChecker - Persistence-unit [banque_essai] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
14:00:48.978 [main] DEBUG o.h.jpa.internal.util.LogHelper - PersistenceUnitInfo [
	name: banque_essai
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/Diginamic12/Documents/workspace-sts-3.8.4.RELEASE/Test-Jpa/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		banque.Banque
		banque.Client
		banque.Compte
		banque.LivretA
		banque.AssuranceVie
		banque.Operation
		banque.Virement]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: com.mysql.jdbc.Driver
		javax.persistence.jdbc.password: 
		javax.persistence.jdbc.url: jdbc:mysql://localhost:3306/banque?useSSl=false
		hibernate.show_sql: true
		hibernate.archive.autodetection: 
		javax.persistence.schema-generation.database.action: drop-and-create
		hibernate.hbm2ddl.auto: update
		javax.persistence.jdbc.user: root]
14:00:48.988 [main] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
14:00:48.989 [main] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
14:00:48.992 [main] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
14:00:48.992 [main] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.jpa.event.spi.JpaIntegrator].
14:00:49.046 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.1.0.Final}
14:00:49.048 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
14:00:49.049 [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
14:06:22.164 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5f05af]
14:06:22.164 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : compte
14:06:22.164 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1001896]
14:06:22.164 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : date
14:06:22.165 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : montant
14:06:22.165 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : motif
14:06:22.165 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : beneficaire
14:06:22.165 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
14:06:22.165 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
14:06:22.165 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=banque.AbstractOperation)
    - Returns
       - EntityReturnImpl(entity=banque.AbstractOperation, querySpaceUid=<gen:0>, path=banque.AbstractOperation)
          - EntityAttributeFetchImpl(entity=banque.AbstractCompte, querySpaceUid=<gen:1>, path=banque.AbstractOperation.compte)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=banque.AbstractOperation)
          - SQL table alias mapping - abstractop0_
          - alias suffix - 0_
          - suffixed key columns - {id2_6_0_}

14:06:22.165 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity banque.AbstractOperation [FORCE]: select abstractop0_.id as id2_6_0_, abstractop0_.COMPTE_ID as COMPTE_I7_6_0_, abstractop0_.date as date3_6_0_, abstractop0_.montant as montant4_6_0_, abstractop0_.motif as motif5_6_0_, abstractop0_.beneficiare as benefici6_6_0_, abstractop0_.DTYPE as DTYPE1_6_0_ from operation abstractop0_ where abstractop0_.id=? for update
14:06:22.165 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1f17eb4]
14:06:22.165 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : compte
14:06:22.165 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1c28c33]
14:06:22.165 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : date
14:06:22.165 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : montant
14:06:22.165 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : motif
14:06:22.165 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : beneficaire
14:06:22.165 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
14:06:22.165 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
14:06:22.165 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=banque.AbstractOperation)
    - Returns
       - EntityReturnImpl(entity=banque.AbstractOperation, querySpaceUid=<gen:0>, path=banque.AbstractOperation)
          - EntityAttributeFetchImpl(entity=banque.AbstractCompte, querySpaceUid=<gen:1>, path=banque.AbstractOperation.compte)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=banque.AbstractOperation)
          - SQL table alias mapping - abstractop0_
          - alias suffix - 0_
          - suffixed key columns - {id2_6_0_}

14:06:22.165 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity banque.AbstractOperation [PESSIMISTIC_READ]: select abstractop0_.id as id2_6_0_, abstractop0_.COMPTE_ID as COMPTE_I7_6_0_, abstractop0_.date as date3_6_0_, abstractop0_.montant as montant4_6_0_, abstractop0_.motif as motif5_6_0_, abstractop0_.beneficiare as benefici6_6_0_, abstractop0_.DTYPE as DTYPE1_6_0_ from operation abstractop0_ where abstractop0_.id=? lock in share mode
14:06:22.165 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@9e975]
14:06:22.166 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : compte
14:06:22.166 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7686a7]
14:06:22.166 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : date
14:06:22.166 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : montant
14:06:22.166 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : motif
14:06:22.166 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : beneficaire
14:06:22.166 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
14:06:22.166 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
14:06:22.166 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=banque.AbstractOperation)
    - Returns
       - EntityReturnImpl(entity=banque.AbstractOperation, querySpaceUid=<gen:0>, path=banque.AbstractOperation)
          - EntityAttributeFetchImpl(entity=banque.AbstractCompte, querySpaceUid=<gen:1>, path=banque.AbstractOperation.compte)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=banque.AbstractOperation)
          - SQL table alias mapping - abstractop0_
          - alias suffix - 0_
          - suffixed key columns - {id2_6_0_}

14:06:22.166 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity banque.AbstractOperation [PESSIMISTIC_WRITE]: select abstractop0_.id as id2_6_0_, abstractop0_.COMPTE_ID as COMPTE_I7_6_0_, abstractop0_.date as date3_6_0_, abstractop0_.montant as montant4_6_0_, abstractop0_.motif as motif5_6_0_, abstractop0_.beneficiare as benefici6_6_0_, abstractop0_.DTYPE as DTYPE1_6_0_ from operation abstractop0_ where abstractop0_.id=? for update
14:06:22.166 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@18a34ce]
14:06:22.166 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : compte
14:06:22.166 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1ff34c6]
14:06:22.166 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : date
14:06:22.166 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : montant
14:06:22.166 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : motif
14:06:22.166 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : beneficaire
14:06:22.166 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
14:06:22.166 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
14:06:22.167 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=banque.AbstractOperation)
    - Returns
       - EntityReturnImpl(entity=banque.AbstractOperation, querySpaceUid=<gen:0>, path=banque.AbstractOperation)
          - EntityAttributeFetchImpl(entity=banque.AbstractCompte, querySpaceUid=<gen:1>, path=banque.AbstractOperation.compte)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=banque.AbstractOperation)
          - SQL table alias mapping - abstractop0_
          - alias suffix - 0_
          - suffixed key columns - {id2_6_0_}

14:06:22.167 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity banque.AbstractOperation [PESSIMISTIC_FORCE_INCREMENT]: select abstractop0_.id as id2_6_0_, abstractop0_.COMPTE_ID as COMPTE_I7_6_0_, abstractop0_.date as date3_6_0_, abstractop0_.montant as montant4_6_0_, abstractop0_.motif as motif5_6_0_, abstractop0_.beneficiare as benefici6_6_0_, abstractop0_.DTYPE as DTYPE1_6_0_ from operation abstractop0_ where abstractop0_.id=? for update
14:06:22.167 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@122d8a0]
14:06:22.167 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : compte
14:06:22.167 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@44dc81]
14:06:22.167 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : date
14:06:22.167 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : montant
14:06:22.167 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : motif
14:06:22.167 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : beneficaire
14:06:22.167 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
14:06:22.168 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
14:06:22.169 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=banque.AbstractOperation)
    - Returns
       - EntityReturnImpl(entity=banque.AbstractOperation, querySpaceUid=<gen:0>, path=banque.AbstractOperation)
          - EntityAttributeFetchImpl(entity=banque.AbstractCompte, querySpaceUid=<gen:1>, path=banque.AbstractOperation.compte)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=banque.AbstractOperation)
          - SQL table alias mapping - abstractop0_
          - alias suffix - 0_
          - suffixed key columns - {id2_6_0_}

14:06:22.169 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity banque.AbstractOperation [OPTIMISTIC]: select abstractop0_.id as id2_6_0_, abstractop0_.COMPTE_ID as COMPTE_I7_6_0_, abstractop0_.date as date3_6_0_, abstractop0_.montant as montant4_6_0_, abstractop0_.motif as motif5_6_0_, abstractop0_.beneficiare as benefici6_6_0_, abstractop0_.DTYPE as DTYPE1_6_0_ from operation abstractop0_ where abstractop0_.id=?
14:06:22.169 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6f8b8b]
14:06:22.169 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : compte
14:06:22.169 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@151c8c3]
14:06:22.169 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : date
14:06:22.169 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : montant
14:06:22.169 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : motif
14:06:22.169 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : beneficaire
14:06:22.169 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
14:06:22.169 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
14:06:22.169 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=banque.AbstractOperation)
    - Returns
       - EntityReturnImpl(entity=banque.AbstractOperation, querySpaceUid=<gen:0>, path=banque.AbstractOperation)
          - EntityAttributeFetchImpl(entity=banque.AbstractCompte, querySpaceUid=<gen:1>, path=banque.AbstractOperation.compte)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=banque.AbstractOperation)
          - SQL table alias mapping - abstractop0_
          - alias suffix - 0_
          - suffixed key columns - {id2_6_0_}

14:06:22.169 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity banque.AbstractOperation [OPTIMISTIC_FORCE_INCREMENT]: select abstractop0_.id as id2_6_0_, abstractop0_.COMPTE_ID as COMPTE_I7_6_0_, abstractop0_.date as date3_6_0_, abstractop0_.montant as montant4_6_0_, abstractop0_.motif as motif5_6_0_, abstractop0_.beneficiare as benefici6_6_0_, abstractop0_.DTYPE as DTYPE1_6_0_ from operation abstractop0_ where abstractop0_.id=?
14:06:22.169 [main] DEBUG org.hibernate.loader.Loader - Static select for action ACTION_MERGE on entity banque.AbstractOperation: select abstractop0_.id as id2_6_0_, abstractop0_.COMPTE_ID as COMPTE_I7_6_0_, abstractop0_.date as date3_6_0_, abstractop0_.montant as montant4_6_0_, abstractop0_.motif as motif5_6_0_, abstractop0_.beneficiare as benefici6_6_0_, abstractop0_.DTYPE as DTYPE1_6_0_ from operation abstractop0_ where abstractop0_.id=?
14:06:22.170 [main] DEBUG org.hibernate.loader.Loader - Static select for action ACTION_REFRESH on entity banque.AbstractOperation: select abstractop0_.id as id2_6_0_, abstractop0_.COMPTE_ID as COMPTE_I7_6_0_, abstractop0_.date as date3_6_0_, abstractop0_.montant as montant4_6_0_, abstractop0_.motif as motif5_6_0_, abstractop0_.beneficiare as benefici6_6_0_, abstractop0_.DTYPE as DTYPE1_6_0_ from operation abstractop0_ where abstractop0_.id=?
14:06:22.170 [main] DEBUG o.h.p.entity.AbstractEntityPersister - Static SQL for entity: banque.AbstractCompte
14:06:22.170 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Version select: select id from compte where id =?
14:06:22.170 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Snapshot select: select abstractco_.id, abstractco_.numero as numero2_3_, abstractco_.solde as solde3_3_ from compte abstractco_ where abstractco_.id=?
14:06:22.170 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Insert 0: insert into compte (numero, solde, id) values (?, ?, ?)
14:06:22.170 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Update 0: update compte set numero=?, solde=? where id=?
14:06:22.170 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Delete 0: delete from compte where id=?
14:06:22.170 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@181b4fc]
14:06:22.170 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : clients
14:06:22.170 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : numero
14:06:22.170 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : operations
14:06:22.170 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : solde
14:06:22.170 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : dateFin
14:06:22.170 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : taux
14:06:22.170 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
14:06:22.170 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
14:06:22.170 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=banque.AbstractCompte)
    - Returns
       - EntityReturnImpl(entity=banque.AbstractCompte, querySpaceUid=<gen:0>, path=banque.AbstractCompte)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=banque.AbstractCompte)
          - SQL table alias mapping - abstractco0_
          - alias suffix - 0_
          - suffixed key columns - {id1_3_0_}

14:06:22.170 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity banque.AbstractCompte [NONE]: select abstractco0_.id as id1_3_0_, abstractco0_.numero as numero2_3_0_, abstractco0_.solde as solde3_3_0_, abstractco0_1_.dateFin as dateFin1_0_0_, abstractco0_1_.taux as taux2_0_0_, abstractco0_2_.taux as taux1_5_0_, case when abstractco0_1_.id is not null then 1 when abstractco0_2_.id is not null then 2 when abstractco0_.id is not null then 0 end as clazz_0_ from compte abstractco0_ left outer join assuranceVie abstractco0_1_ on abstractco0_.id=abstractco0_1_.id left outer join livretA abstractco0_2_ on abstractco0_.id=abstractco0_2_.id where abstractco0_.id=?
14:06:22.171 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1981797]
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : clients
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : numero
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : operations
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : solde
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : dateFin
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : taux
14:06:22.171 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
14:06:22.171 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
14:06:22.171 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=banque.AbstractCompte)
    - Returns
       - EntityReturnImpl(entity=banque.AbstractCompte, querySpaceUid=<gen:0>, path=banque.AbstractCompte)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=banque.AbstractCompte)
          - SQL table alias mapping - abstractco0_
          - alias suffix - 0_
          - suffixed key columns - {id1_3_0_}

14:06:22.171 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity banque.AbstractCompte [READ]: select abstractco0_.id as id1_3_0_, abstractco0_.numero as numero2_3_0_, abstractco0_.solde as solde3_3_0_, abstractco0_1_.dateFin as dateFin1_0_0_, abstractco0_1_.taux as taux2_0_0_, abstractco0_2_.taux as taux1_5_0_, case when abstractco0_1_.id is not null then 1 when abstractco0_2_.id is not null then 2 when abstractco0_.id is not null then 0 end as clazz_0_ from compte abstractco0_ left outer join assuranceVie abstractco0_1_ on abstractco0_.id=abstractco0_1_.id left outer join livretA abstractco0_2_ on abstractco0_.id=abstractco0_2_.id where abstractco0_.id=?
14:06:22.171 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5abb97]
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : clients
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : numero
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : operations
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : solde
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : dateFin
14:06:22.171 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : taux
14:06:22.171 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
14:06:22.171 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
14:06:22.172 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=banque.AbstractCompte)
    - Returns
       - EntityReturnImpl(entity=banque.AbstractCompte, querySpaceUid=<gen:0>, path=banque.AbstractCompte)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=banque.AbstractCompte)
          - SQL table alias mapping - abstractco0_
          - alias suffix - 0_
          - suffixed key columns - {id1_3_0_}

14:06:22.172 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity banque.AbstractCompte [UPGRADE]: select abstractco0_.id as id1_3_0_, abstractco0_.numero as numero2_3_0_, abstractco0_.solde as solde3_3_0_, abstractco0_1_.dateFin as dateFin1_0_0_, abstractco0_1_.taux as taux2_0_0_, abstractco0_2_.taux as taux1_5_0_, case when abstractco0_1_.id is not null then 1 when abstractco0_2_.id is not null then 2 when abstractco0_.id is not null then 0 end as clazz_0_ from compte abstractco0_ left outer join assuranceVie abstractco0_1_ on abstractco0_.id=abstractco0_1_.id left outer join livretA abstractco0_2_ on abstractco0_.id=abstractco0_2_.id where abstractco0_.id=? for update
14:06:22.172 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@eab9a1]
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : clients
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : numero
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : operations
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : solde
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : dateFin
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : taux
14:06:22.172 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
14:06:22.172 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
14:06:22.172 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=banque.AbstractCompte)
    - Returns
       - EntityReturnImpl(entity=banque.AbstractCompte, querySpaceUid=<gen:0>, path=banque.AbstractCompte)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=banque.AbstractCompte)
          - SQL table alias mapping - abstractco0_
          - alias suffix - 0_
          - suffixed key columns - {id1_3_0_}

14:06:22.172 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity banque.AbstractCompte [UPGRADE_NOWAIT]: select abstractco0_.id as id1_3_0_, abstractco0_.numero as numero2_3_0_, abstractco0_.solde as solde3_3_0_, abstractco0_1_.dateFin as dateFin1_0_0_, abstractco0_1_.taux as taux2_0_0_, abstractco0_2_.taux as taux1_5_0_, case when abstractco0_1_.id is not null then 1 when abstractco0_2_.id is not null then 2 when abstractco0_.id is not null then 0 end as clazz_0_ from compte abstractco0_ left outer join assuranceVie abstractco0_1_ on abstractco0_.id=abstractco0_1_.id left outer join livretA abstractco0_2_ on abstractco0_.id=abstractco0_2_.id where abstractco0_.id=? for update
14:06:22.172 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@14698ab]
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : clients
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : numero
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : operations
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : solde
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : dateFin
14:06:22.172 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : taux
